 MASS_RT,2,5,12,15,19,21,23,25,27,28,30,32,33,34,35,36,39,40,43,44,46,47,48,49,50,53,54,56,57,60,62,64,65,68,70,71, C12A, C15B, C19B, C21B, C23A, C25B, C27A, C28A, C2A, C30B, C32B, C33A, C34B, C35B, C36A, C39A, C40B, C42A, C43A, C44B, C46B, C47A, C48A, C50B, C53A, C56B, C57A, C5A, C60A, C62B, C64B, C65A, C67B, C68A, C70A, C71B, C8A,,,,,
746.5563_36.97,612331,189948,1074640,756257,262561,483035,1685040,359725,213354,304562,392768,698418,999490,394330,551535,815999,394823,963442,600759,183994,900983,424592,683712,477152,776663,401533,439096,884408,164509,385149,1194887,552040,361515,419264,349882,184454,950517,1084292,704395,502695,738741,503909,660914,331267,371164,354191,481864,924627,491651,1778896,480645,164516,350544,702634,741610,102548,726600,1174741,491629,362027,459270,468268,467318,1802978,250767,362580,610343,263929,442188,1096713,704381,133497,466246,,,,,
746.5573_36.17,188130,60800,445150,298332,145650,123454,778545,139381,65504,133785,93904,246821,478342,95497,168842,298419,124343,306492,180035,70841,332057,195434,242143,133879,190873,220976,172437,325035,56077,176349,856592,178281,110556,157803,98196,64389,324070,239567,384161,167523,237876,203855,252228,98005,161307,114019,150005,258751,152982,775560,176441,52994,125745,234303,316746,30123,246076,380227,202357,102982,163780,134299,136485,459626,92974,112119,262801,85119,134808,300691,256831,34132,203589,,,,,
754.2464_19.26,96045,85780,104051,108743,99221,97704,100438,104482,73085,86942,98722,109710,102788,96145,103477,98342,92411,92013,111996,82357,100739,82835,118461,87500,95753,108797,88168,113228,99119,90338,126613,103048,81910,94039,89520,97294,102669,90206,119301,98511,79268,91056,102247,96220,93280,100501,103012,90749,76883,107061,103798,80127,95195,119220,64628,69691,98181,105937,101787,91815,93378,102998,80110,119029,128398,104306,112789,83770,94984,91574,132320,97208,91201,,,,,
754.2472_18.51,23497,32367,34761,39926,28982,42341,30288,35587,24758,36309,34041,35940,32256,35594,32010,34679,26257,30545,31638,31713,32704,23421,38991,21272,30612,37042,25021,32416,37475,32692,49048,33371,30327,29274,32208,30813,33164,27708,42672,37382,21545,33332,35681,33653,33786,29458,33834,25064,19498,45391,36446,24204,31855,37051,17036,21213,34524,36544,29474,27823,29087,31831,31627,35583,45116,35762,43767,34223,26586,29888,54650,42416,31303,,,,,
754.248_19.26,96045,85302,104051,108743,99221,97704,100438,104482,73085,86942,98722,109843,102788,96475,103477,98342,92411,92013,112160,82357,100739,82835,118483,87500,95753,108797,88168,113228,98782,90338,126755,103197,81910,94039,89520,97294,102669,90206,119181,98511,79268,91056,102247,95903,93280,100501,103012,90749,76883,107061,103798,80127,95195,119220,64628,69325,98181,105937,102111,91445,93602,102998,80110,118780,128398,104306,113090,83770,94984,91574,132320,97208,91201,,,,,
758.256_17.78,58066,71570,79143,79343,53024,88241,87601,80862,58304,84831,73349,87760,67440,66382,66649,72853,78993,72514,65849,69581,65006,51846,71909,60499,73041,78820,67847,85586,58874,66091,93389,103090,62340,70439,65226,55858,64597,64254,93875,57039,58921,70694,79111,64445,65118,82401,64535,63342,44575,89461,73175,52756,84219,72341,39371,38978,62569,61053,68823,63075,54102,70382,67707,67732,82998,64274,74436,52687,63477,77872,74524,68094,70657,,,,,
759.7717_0.64,71069,74902,54268,85186,54225,85582,82915,41368,58883,86373,56654,105781,30465,46152,60931,25761,60942,89938,97459,40087,37569,90544,119604,66776,46561,43307,92548,99921,62084,109530,85126,89450,45517,73847,67897,40016,29192,76358,115852,83104,58479,84556,40206,47100,42129,83702,33953,30173,76270,121769,87945,51900,101506,82577,41571,47461,129745,58720,62253,102042,41688,72101,79866,90885,52613,65935,85030,83201,78625,89058,116056,52857,124691,,,,,
761.6075_36.12,33142,18301,171882,69422,18984,106753,46008,39144,59672,48525,51653,42124,124017,44522,19118,46119,27598,49826,21368,9657,32785,11209,52022,49315,30432,34022,30683,21580,13293,16732,148059,66329,73612,19455,53167,48476,30678,117294,18488,52061,68939,37663,32146,35475,33276,15994,26984,35632,54865,151130,36406,24527,30055,18469,79735,7802,18903,58230,50569,21140,37850,19153,30584,117370,17101,30317,39749,30605,28946,65416,17892,24095,27987,,,,,
761.9814_0.83,23402,11410,18552,47447,28199,81662,27832,11467,25124,41324,38106,57068,6032,19106,27975,26729,8850,156278,13459,11441,2935,30418,25703,51604,16246,8540,25570,21699,20173,41714,18655,38275,20207,18538,38694,14084,760,28193,54955,14357,45318,25733,8289,20125,1392,86231,6222,12716,29464,22991,31461,15903,30991,66624,11137,22674,34204,25603,20012,37081,18915,30685,19162,24522,19347,23390,38892,13578,28531,28356,82663,23935,51034,,,,,
769.2992_17.71,56611,51779,50333,61388,46975,50038,56507,56271,50210,56281,52769,64775,53920,56074,39859,46453,46191,60691,76895,54719,68636,52378,59196,55548,56881,64812,54669,76418,45000,45795,79704,55723,42880,58636,56200,65321,64262,54498,68914,50348,42873,47876,66288,58486,50906,52131,48960,64565,47534,69743,56506,50424,47889,82290,44962,44053,50373,55449,44274,54397,56506,53650,47096,54134,68051,49062,75510,48141,47237,42712,91828,55790,52713,,,,,
771.313_20.25,53296,43410,56226,61785,40126,73262,44750,45476,33088,67715,54301,44152,43380,59386,46991,51552,41843,38476,44684,53739,51957,39586,76477,34088,48969,48774,37583,50829,62281,44708,73519,41763,53465,42277,59799,45658,53500,55121,70980,48844,29909,37510,59999,41818,40519,47457,47093,44060,33055,77668,41584,43275,69670,52282,21781,29140,57948,61028,53785,34585,26385,46244,42550,60892,67488,47684,73098,48072,34971,47273,59902,71734,42876,,,,,
771.8715_0.58,59592,45449,34799,45029,35964,45394,38945,28466,34933,54362,44104,57264,29402,33118,44534,31575,38824,54445,44479,35077,37519,42709,53598,45214,39038,46153,45228,49630,43003,56339,51984,52365,34313,39583,43947,40762,32971,39277,56140,44517,38616,46018,42826,35175,31614,49207,41017,34348,47572,50705,37381,34069,56143,48648,35757,34547,40232,37796,41093,54491,42848,49216,45682,46288,41520,37334,54062,43735,47998,46005,60271,43776,53047,,,,,
773.3288_23.49,38242,47120,71397,69876,58793,67676,72138,59706,49279,66437,71185,66949,61198,69807,48955,65570,43580,42481,56085,51913,76716,40862,57630,48461,49304,56018,43338,70533,82083,48354,82354,57065,62709,57467,70319,65964,65962,53751,60604,58906,49156,50720,74195,78479,52492,50378,53824,59802,41435,82123,59728,32028,49655,62003,24260,34370,56594,57212,48523,37861,45844,47623,57024,81732,52164,51580,79054,60194,53130,42743,93221,50737,49471,,,,,
776.6022_37.17,161601,239117,848985,457281,161072,963039,424749,324830,437374,246963,443848,227802,565289,375944,287245,596130,276824,468439,321756,156144,203236,185794,370012,300796,347847,224505,403157,303814,265561,203367,554341,395826,675624,247511,482728,309836,240625,535553,237156,301106,613578,321869,287075,320012,283629,222526,202209,168836,406900,686006,217097,240376,366522,305994,532927,194464,233724,352201,258906,208289,383480,315321,396830,595587,241891,297613,319454,334591,263124,454427,319164,186068,325791,,,,,
777.738_0.64,46670,54576,69263,91266,55447,69333,85853,48502,44921,56024,55170,111728,46569,42197,68673,43509,67819,78321,94975,41549,40492,77379,95978,79700,59915,48403,92779,82460,54120,99648,88838,88992,47366,71550,53815,32423,45939,77366,95279,78495,57042,80331,34320,50464,43750,68234,40895,40630,70349,80887,79144,55658,98447,84938,36513,40247,98031,69923,59972,79553,47920,71170,59742,83816,59508,63581,88751,64813,82201,80647,85570,30341,104556,,,,,
778.2467_17.75,83182,77644,64665,85504,65860,75125,82731,86410,68468,78485,76127,89640,73064,75790,63857,70060,68694,86874,93855,81129,93474,73664,80797,86222,75433,92887,70645,108452,62607,73368,100349,90842,55224,85935,75762,89902,83122,75217,102617,65971,61271,70452,98926,79491,75100,79200,71680,77247,71466,96069,80653,70738,70532,107399,56358,59590,70891,71403,63013,82884,80438,80477,73078,78106,103067,67673,102594,84582,74026,59510,123342,72820,78593,,,,,
780.2613_20.23,81920,63123,91152,88438,78605,112086,74635,71347,64289,97178,86676,82752,73645,85889,81835,82060,72400,77977,65128,84436,81966,76645,121169,61682,77584,94163,70713,80774,94538,80924,99601,68625,78788,78060,94729,66038,83631,85181,104818,88582,53277,71593,95998,60716,76879,75162,82340,60497,56035,127334,71221,67885,100722,85124,51862,48355,106854,97843,96669,65099,54658,73988,72400,91383,89870,83052,104274,76188,62241,82258,83255,93536,79799,,,,,
781.2436_37.34,13254,14988,66866,50333,39658,112601,28462,40567,87091,49692,28612,40180,48605,64279,44353,47728,46570,52703,38875,21222,47901,41573,46509,55848,55124,32556,34245,40874,44836,51486,58753,40322,106068,45032,102258,18004,38057,63170,29304,56150,59346,43347,41816,46635,36343,35812,36072,17729,42194,49303,39726,11235,42362,38445,62988,33767,34725,60929,38515,42609,48401,36576,52303,67723,37559,47837,54561,53447,42847,51666,35280,36397,61003,,,,,
782.2776_23.48,58758,69037,95597,104381,77875,97523,97265,89286,71310,93294,96152,106071,79945,100704,73796,94917,66359,65191,84787,77359,104808,58937,80503,76487,72026,87291,58277,98264,100239,74046,105752,84477,85326,84312,94393,82642,100085,77597,90780,82387,68807,72761,105585,103352,73852,75458,75908,76236,57830,110587,85830,51855,69666,91857,35934,50279,76641,84863,72448,55065,68616,73573,73814,106357,74307,80102,104378,87728,79740,64214,120402,73268,70852,,,,,
787.5071_20.2,29020,19420,36725,33098,20729,52475,23109,20647,18850,40098,27151,25539,25863,31107,18628,29394,16236,20432,14993,28875,24861,18028,42808,13117,24931,23194,20398,19732,32785,27005,37760,35629,31566,18993,40343,22714,24105,34346,39986,28904,15881,21024,33139,21012,21278,26375,20916,18858,17114,51460,18884,18531,36937,23000,7527,14568,37230,30371,27417,13855,13401,22934,30258,37989,24379,19084,35566,40501,13045,23456,41973,40608,22646,,,,,
799.5387_32.88,524913,47732,201447,178179,69104,161344,296080,47361,189773,144204,107099,98765,256193,258673,131988,97256,72171,143992,171791,90079,144625,165185,287360,53440,145594,178596,280361,179813,242721,155689,144583,93434,159061,176196,171101,243927,170625,231907,291679,42957,431212,203236,105777,154616,239379,83987,104391,214084,55272,235638,131502,111478,151686,213698,256854,142053,45753,99047,148738,116009,150641,197462,282471,249659,48232,160383,100478,244559,52973,252477,154775,106192,122707,,,,,
803.5664_37.08,2158001,6201418,24027962,11216782,5157657,47785182,6221671,10774531,9126436,6516775,14376077,8271747,13124959,5100691,5028873,9691504,8260726,7610459,4582869,5191244,6131076,3606831,9723117,12409313,8210774,6376805,7394680,5718822,6231929,4829669,14435629,10715385,15146272,5917977,11129666,8607123,5564808,12669887,4576546,9234088,19897250,6643773,6982120,7030786,10593493,10602938,6469137,2937377,13982009,11404288,8291205,6841308,6794608,5967696,13660761,4081391,5881662,7825067,8577166,5290639,9682542,13023215,10047361,16409814,6521563,7353879,6355212,12368971,7186916,10553868,3390617,5293631,7305852,,,,,
805.5806_36.18,119045,107189,255882,144197,148481,107531,247781,439691,224882,220673,122808,190762,163234,159454,277978,281686,382497,257959,248203,159175,240983,130207,254238,318786,122249,234924,123725,295408,28807,187373,124427,573469,292773,326390,569376,137635,411145,113723,201850,326279,244523,151987,142097,96921,223275,296365,312090,1328504,591424,464081,159915,53575,54385,267645,289438,64611,177184,454097,66445,181786,184855,122467,89666,159701,218092,124951,231351,77003,318719,191687,390926,190698,95023,,,,,
829.4204_0.69,19106,14875,23341,16184,18399,14178,22429,44977,10098,16851,21025,19465,45578,24068,23341,58609,20277,14591,24025,37610,78823,15384,21682,19434,37759,36295,16430,17178,15428,10999,16421,20010,21697,19702,13216,27110,81375,26832,16435,22835,16370,24221,77107,25155,68372,23183,45306,51035,18754,13166,28704,29567,17828,13961,12779,15426,39771,22912,39499,14287,28720,17510,11555,15691,35511,23164,17493,11579,11709,16633,15147,9630,14263,,,,,
851.4113_0.69,20028,22697,48065,15870,39673,13415,37266,87423,19815,15022,32545,20877,87505,51590,44467,145929,40314,7708,30609,85812,163519,21625,13546,28926,74380,81447,27916,35236,28702,15222,30779,41123,38001,43375,17447,57782,208802,43695,24849,32684,29156,38144,134183,51531,155877,24781,109723,90125,31238,14650,59728,55895,21076,25078,29242,32080,9255,53870,24270,17943,57527,33806,10124,27994,76155,46606,29240,14183,20654,26526,15140,17984,13574,,,,,
858.6531_36.18,41859,4365,51138,26896,23937,9180,64289,18903,12762,8605,2162,24089,81703,15805,31867,42210,35544,51024,19768,1973,27143,35212,22703,17477,20643,37763,20275,40687,5469,25114,100355,32233,18245,22090,6418,4780,29204,40120,20761,18060,18330,22628,23099,15300,23349,7937,37361,49057,33814,65330,25805,4888,11507,26800,96487,3755,23573,44546,13347,30014,28283,1951,10081,91276,9875,24534,38709,3640,38579,42828,48033,1584,21952,,,,,
858.667_35.69,58632,7290,25322,35822,68751,20510,69121,8985,51217,34754,10541,34895,55123,43308,52102,39637,37678,63233,57470,12274,49910,70630,34105,11253,49283,37369,40794,63767,33449,52563,106015,30257,53103,34737,34892,17582,38346,66838,67237,30313,51032,32854,52907,43956,20713,26035,34698,53992,33338,25235,34817,9599,27377,37429,97024,22223,49641,70843,30220,33521,40993,18538,34699,41432,12355,46564,76351,23186,36161,66615,44995,41793,63546,,,,,
86.0373_0.83,464209,449502,283871,615522,267698,453584,344392,196865,311675,532689,403888,379393,133628,225431,317635,71873,351834,674379,328860,198654,89165,398699,504278,482913,247561,210820,443366,401680,294202,481107,463611,518931,247880,318102,385436,232201,76112,301288,546445,355219,314695,388847,180403,260731,98112,443253,110749,157288,425007,517264,321886,274367,445442,434465,240283,253855,440611,279135,334570,461867,203867,412864,649367,403542,298575,261963,433154,440146,497320,361166,617332,349039,567086,,,,,
861.6143_32.65,451249,244503,557417,402295,303441,268161,446478,210902,516399,457047,462444,261793,737645,741666,179094,287560,270055,132469,334331,184445,335193,359472,730508,221483,200863,198627,386811,236389,562766,193732,403486,300565,587753,366861,336711,537890,374380,272223,246480,269504,278088,332122,143753,456948,200781,237638,258090,990475,567705,653717,359047,190678,302360,462287,431678,217839,324447,448756,201766,205654,308513,313100,369105,494448,242808,289561,471880,248318,422646,477704,237680,305586,319283,,,,,
861.8531_0.6,306081,303333,318393,295227,393942,299470,353650,418743,396725,329364,350049,330928,384521,397541,370497,367606,417378,204126,332428,382014,319174,307195,219986,296773,351233,365475,293986,391554,354831,276867,326348,299824,410155,341032,306995,353705,390920,338386,302560,323773,381931,331805,353813,348720,364264,222008,433873,404742,391355,277126,363655,368883,361190,298075,399647,385164,199090,298013,308841,351891,383409,377497,292195,362701,409460,392398,314624,315797,364085,313107,307026,372424,258628,,,,,
862.5538_37.16,176092,95897,415832,243976,151193,254958,245589,218157,186272,122047,128957,185133,374235,186615,223512,338827,276882,326047,199547,71076,255809,163192,245854,180225,224005,187674,226343,241179,126533,169689,293555,252443,232353,183414,199018,121054,198397,339872,148861,220001,256676,168442,163828,179586,197623,189118,256524,322125,310428,400909,165214,94838,149104,195737,352315,76270,158805,368184,211620,228672,255950,227509,266716,596345,154727,192991,193755,193901,245682,267447,195679,81263,172259,,,,,
877.5915_37.1,401264,258177,669328,222292,148565,330256,604179,403670,293583,183016,338407,501287,794898,229066,287467,529561,252085,333325,352140,304783,297797,138627,244637,125087,171251,513814,460361,264684,138397,99400,577881,232954,284699,242858,261348,374549,229341,345598,311892,219479,603724,331541,363041,101058,228494,276519,247770,200180,431782,794812,204834,239311,232789,235884,396814,157008,215021,323723,486485,403473,290120,330339,780526,782707,261767,226186,224453,299517,386795,325166,159588,105803,154391,,,,,
879.5977_37.1,396617,248538,581227,184613,133595,225281,579441,381672,251395,154393,295613,495736,751666,194340,277010,500419,231078,296559,341568,296612,277315,120219,201630,98754,135854,527260,447335,238635,111689,81534,530432,202989,210360,229211,220435,350947,216614,292387,318879,192597,599659,328106,354007,66252,197795,249130,232331,164836,390482,759648,185234,226567,212043,217704,328875,147044,200366,295598,495875,395412,252407,290668,771747,746416,246993,202607,202097,268350,385816,281013,148454,90692,123754,,,,,
884.5486_37.17,189817,88706,235254,233281,195103,52413,294698,27253,152915,149159,99194,183744,254268,218821,72936,382229,148004,323052,189541,59883,206939,187839,250419,148005,216033,165101,208913,151732,173349,184228,228558,194936,210441,203442,101266,112248,196385,308220,191467,190503,65465,238896,197603,218034,223645,22606,123953,395788,119311,319093,218109,98969,150001,181252,228243,81062,240112,341613,171212,86015,236888,22307,48884,200649,18482,190397,150204,33560,165386,298817,190346,75892,157537,,,,,
886.5547_37.17,299478,142803,381616,371427,301192,103199,468043,49694,247905,237031,160275,293320,402316,345147,116723,603949,237125,499711,303791,96958,335359,285542,400903,235377,346306,261562,334252,234117,279600,282004,356791,314260,341884,328156,165869,180051,308301,498669,298124,306654,127872,376738,315100,353555,355619,43340,199442,637300,205524,516360,349978,158255,241181,287949,367027,133118,375107,551450,271664,136957,371226,46375,91429,335665,34091,303885,235099,64392,260872,487992,297405,122175,248875,,,,,
